Wall time,Step,Value
1744920601.7782607,49,2.6542673110961914
1744920603.6940854,99,2.1799769401550293
1744920605.6102593,149,2.2114577293395996
1744920607.5279386,199,1.6976852416992188
1744920609.4369452,249,1.5300660133361816
1744920611.3567967,299,1.8407196998596191
1744920613.2753928,349,1.4843974113464355
1744920615.192111,399,1.4977294206619263
1744920617.1131322,449,1.2068146467208862
1744920618.6838298,499,1.264146327972412
1744920619.974658,549,1.1498419046401978
1744920621.4201784,599,1.2048187255859375
1744920644.583499,649,0.9288479089736938
1744920646.5170429,699,0.8844779133796692
1744920648.4490132,749,1.018540382385254
1744920650.3739874,799,0.8940598368644714
1744920652.2975922,849,0.932774543762207
1744920654.2314956,899,0.8514230251312256
1744920656.3753426,949,0.7828409671783447
1744920658.3276749,999,0.7052053213119507
1744920660.6323733,1049,0.7207576632499695
1744920662.5506258,1099,0.7258942723274231
1744920664.4861972,1149,0.6800746917724609
1744920666.7388434,1199,0.658795177936554
1744920669.3656454,1249,0.6702219247817993
1744920691.396047,1299,0.8414202332496643
1744920694.1235805,1349,0.7407617568969727
1744920696.0923321,1399,0.7099210619926453
1744920698.476529,1449,0.49942949414253235
1744920701.1077108,1499,0.5152578949928284
1744920703.7165546,1549,0.5968228578567505
1744920706.3652432,1599,0.6760315299034119
1744920708.9945817,1649,0.542855978012085
1744920711.640074,1699,0.6610991954803467
1744920714.2499511,1749,0.5598688125610352
1744920716.8311589,1799,0.6262617111206055
1744920719.7080138,1849,0.4770616590976715
1744920741.733581,1899,0.5396734476089478
1744920744.2502308,1949,0.4678124189376831
1744920746.7991424,1999,0.48401975631713867
1744920749.3856788,2049,0.3683323860168457
1744920751.9504585,2099,0.5472890734672546
1744920754.5273917,2149,0.3983696699142456
1744920757.1143878,2199,0.35891515016555786
1744920759.729897,2249,0.38750144839286804
1744920762.3335223,2299,0.4089099168777466
1744920765.056572,2349,0.364319384098053
1744920767.9311318,2399,0.37128567695617676
1744920770.821532,2449,0.40661388635635376
1744920773.709041,2499,0.48354992270469666
1744920795.0561776,2549,0.42005887627601624
1744920797.117141,2599,0.468192994594574
1744920799.0329685,2649,0.29968976974487305
1744920801.6291907,2699,0.352735698223114
1744920804.1628275,2749,0.3842476010322571
1744920806.78877,2799,0.49876803159713745
1744920809.3546858,2849,0.36509913206100464
1744920811.9728227,2899,0.3427215814590454
1744920814.7189126,2949,0.23893454670906067
1744920817.5997646,2999,0.31176531314849854
1744920820.4865139,3049,0.29419994354248047
1744920823.364645,3099,0.3198661804199219
1744920826.251505,3149,0.474097341299057
1744920847.2080336,3199,0.29971808195114136
1744920849.2815168,3249,0.3015894591808319
1744920851.321416,3299,0.29549968242645264
1744920853.2705777,3349,0.28023576736450195
1744920855.3178313,3399,0.18637540936470032
1744920857.507645,3449,0.2666627764701843
1744920860.1186714,3499,0.3103656768798828
1744920862.7262416,3549,0.3779984712600708
1744920865.4091814,3599,0.3384908437728882
1744920868.2879612,3649,0.3129498064517975
1744920871.16376,3699,0.23330408334732056
1744920874.0461128,3749,0.29049715399742126
1744920895.867799,3799,0.2758820950984955
1744920897.96896,3849,0.2860175371170044
1744920899.8845093,3899,0.281671941280365
1744920902.011677,3949,0.14340823888778687
1744920904.0563583,3999,0.2683465778827667
1744920906.1014018,4049,0.4008637070655823
1744920908.12257,4099,0.18304657936096191
1744920910.089089,4149,0.1639719009399414
1744920912.1677957,4199,0.2845008373260498
1744920914.427024,4249,0.2626188397407532
1744920917.0657804,4299,0.35814565420150757
1744920919.9454675,4349,0.3018516004085541
1744920922.8442922,4399,0.25351250171661377
1744920944.7827034,4449,0.34098199009895325
1744920947.6572163,4499,0.2340620905160904
1744920950.2530673,4549,0.22939498722553253
1744920952.1623063,4599,0.23530279099941254
1744920954.291915,4649,0.22637790441513062
1744920956.335091,4699,0.18041163682937622
1744920958.4502344,4749,0.17916220426559448
1744920960.5646033,4799,0.155351459980011
1744920962.5764594,4849,0.28527647256851196
1744920964.724957,4899,0.3644161820411682
1744920966.6663084,4949,0.2519611120223999
1744920968.687851,4999,0.2174912393093109
1744920990.6703863,5049,0.2655840218067169
1744920993.5436924,5099,0.30750513076782227
1744920996.4222162,5149,0.262654572725296
1744920999.3021066,5199,0.29392343759536743
1744921002.17661,5249,0.16669908165931702
1744921004.7018335,5299,0.1561342179775238
1744921007.1166482,5349,0.2016749083995819
1744921008.7607884,5399,0.2970331609249115
1744921010.7058012,5449,0.2403048276901245
1744921012.84795,5499,0.38807380199432373
1744921014.6478949,5549,0.20562192797660828
1744921016.787922,5599,0.14681437611579895
1744921018.7703123,5649,0.21103432774543762
1744921041.6612313,5699,0.17001956701278687
1744921044.539433,5749,0.2834484577178955
1744921047.4105616,5799,0.2973101735115051
1744921050.2960393,5849,0.20660382509231567
1744921053.0913594,5899,0.15358474850654602
1744921055.6523063,5949,0.2438388168811798
1744921058.2533734,5999,0.24364528059959412
1744921060.832185,6049,0.1666446030139923
1744921063.445346,6099,0.2909359037876129
1744921065.6206539,6149,0.2594122588634491
1744921067.7305815,6199,0.2833636403083801
1744921069.6801164,6249,0.12917760014533997
1744921071.6480546,6299,0.20244553685188293
1744921093.9785802,6349,0.23155373334884644
1744921096.8599536,6399,0.2966025471687317
1744921099.74311,6449,0.1579505354166031
1744921102.530834,6499,0.2247856706380844
1744921105.0935946,6549,0.23257659375667572
1744921107.7384338,6599,0.17672723531723022
1744921110.3238115,6649,0.24663078784942627
1744921112.7315319,6699,0.17875102162361145
1744921115.2520623,6749,0.2850516140460968
1744921117.872405,6799,0.2191716581583023
1744921120.508348,6849,0.12810415029525757
1744921122.4463792,6899,0.2127518653869629
1744921144.7695646,6949,0.22462651133537292
1744921147.6492267,6999,0.2532517910003662
1744921150.3629038,7049,0.3243089020252228
1744921152.8641021,7099,0.23237064480781555
1744921155.447403,7149,0.3761662244796753
1744921157.9818962,7199,0.23087246716022491
1744921160.559565,7249,0.31420740485191345
1744921163.0971253,7299,0.2065437138080597
1744921165.7114916,7349,0.21186953783035278
1744921168.344491,7399,0.4062296152114868
1744921171.0243804,7449,0.1401098370552063
1744921173.9057987,7499,0.24321357905864716
1744921176.7892957,7549,0.12604737281799316
1744921198.2938125,7599,0.24207663536071777
1744921200.863063,7649,0.10514336824417114
1744921203.3968182,7699,0.10316170752048492
1744921205.9987123,7749,0.11347906291484833
1744921208.6174695,7799,0.20155498385429382
1744921211.2228189,7849,0.15222454071044922
1744921213.7591107,7899,0.24642834067344666
1744921216.2499068,7949,0.18211039900779724
1744921219.1342168,7999,0.24277043342590332
1744921222.014695,8049,0.10622026026248932
1744921224.9069083,8099,0.10680215805768967
1744921227.7926085,8149,0.11242827028036118
1744921249.7468796,8199,0.12887759506702423
1744921251.7646675,8249,0.1763116717338562
1744921253.7464955,8299,0.275718629360199
1744921255.8884413,8349,0.22887560725212097
1744921258.4383557,8399,0.12926417589187622
1744921261.1162205,8449,0.18223947286605835
1744921263.719134,8499,0.06828004121780396
1744921266.2379797,8549,0.085809126496315
1744921269.1143343,8599,0.205947607755661
1744921271.9928317,8649,0.15879963338375092
1744921274.8791354,8699,0.20764830708503723
1744921277.7638347,8749,0.0722634419798851
1744921280.6456883,8799,0.07507498562335968
1744921302.2459893,8849,0.11283256113529205
1744921304.2551765,8899,0.1614352911710739
1744921306.179825,8949,0.09727700054645538
1744921308.2200282,8999,0.137556791305542
1744921310.1564894,9049,0.14834612607955933
1744921312.1095748,9099,0.2684709131717682
1744921314.725234,9149,0.10057941824197769
1744921317.3460665,9199,0.06443668901920319
1744921320.0808141,9249,0.19359338283538818
1744921322.9733133,9299,0.18420490622520447
1744921325.852437,9349,0.14359059929847717
1744921328.7358403,9399,0.14032797515392303
1744921331.641275,9449,0.19860175251960754
1744921352.6525707,9499,0.152711421251297
1744921354.7426937,9549,0.0913582295179367
1744921356.7684941,9599,0.1391713172197342
1744921358.7742562,9649,0.10362169146537781
1744921360.824326,9699,0.13785213232040405
1744921362.798272,9749,0.22246906161308289
1744921364.8508265,9799,0.1707882583141327
1744921366.7646255,9849,0.165158212184906
1744921368.6470153,9899,0.14795216917991638
1744921371.2068303,9949,0.16488590836524963
1744921374.0866458,9999,0.12186185270547867
1744921376.9648812,10049,0.1311177760362625
1744921399.1813848,10099,0.1480071246623993
1744921402.060124,10149,0.1158127635717392
1744921404.816221,10199,0.20009757578372955
1744921407.0135193,10249,0.06324191391468048
1744921408.927109,10299,0.09568744152784348
1744921410.9229898,10349,0.09444547444581985
1744921412.9343514,10399,0.07303539663553238
1744921415.0120616,10449,0.11960628628730774
1744921417.0120564,10499,0.12292560935020447
1744921419.1191227,10549,0.12611186504364014
1744921421.1072657,10599,0.15446099638938904
1744921423.1300778,10649,0.12911595404148102
1744921425.295235,10699,0.1289217472076416
1744921447.3996277,10749,0.22348621487617493
1744921450.2959895,10799,0.0586458221077919
1744921453.1850731,10849,0.09057584404945374
1744921456.072288,10899,0.08795647323131561
1744921458.7442994,10949,0.07575874030590057
1744921461.344258,10999,0.0773039311170578
1744921463.5698886,11049,0.15352466702461243
1744921465.4871438,11099,0.133121520280838
1744921467.6503735,11149,0.04850265756249428
1744921469.5543141,11199,0.16332058608531952
1744921471.6270483,11249,0.10581323504447937
1744921473.5375519,11299,0.1061752438545227
1744921495.2996633,11349,0.056259170174598694
1744921498.1760638,11399,0.04173264652490616
1744921501.0543172,11449,0.09901796281337738
1744921503.9328825,11499,0.04692722111940384
1744921506.8254075,11549,0.17614874243736267
1744921509.562342,11599,0.12692663073539734
1744921512.0922248,11649,0.12735620141029358
1744921514.7124703,11699,0.14681842923164368
1744921517.300712,11749,0.09998548030853271
1744921519.6885953,11799,0.10241033136844635
1744921521.6589627,11849,0.0832509845495224
1744921523.7574344,11899,0.12344589829444885
1744921525.70311,11949,0.05676605552434921
