Wall time,Step,Value
1744937267.138424,49,1.9758596420288086
1744937269.1146326,99,1.4168932437896729
1744937270.8183582,149,1.0242578983306885
1744937272.060228,199,1.2363479137420654
1744937273.6972177,249,0.9703948497772217
1744937275.2004335,299,0.7811236381530762
1744937276.839191,349,0.5005621910095215
1744937278.408366,399,0.6667438745498657
1744937279.9547205,449,0.6323120594024658
1744937281.4674957,499,0.565743088722229
1744937282.956161,549,0.608684778213501
1744937284.5535245,599,0.5569002628326416
1744937309.2906022,649,0.3787003457546234
1744937312.2270625,699,0.3338901698589325
1744937315.1636202,749,0.4542240500450134
1744937318.0940557,799,0.5291046500205994
1744937321.015629,849,0.5017789602279663
1744937323.5670056,899,0.35602882504463196
1744937326.2107706,949,0.3482929766178131
1744937328.8503501,999,0.30346670746803284
1744937331.5007381,1049,0.4500465393066406
1744937334.1243322,1099,0.5252082943916321
1744937336.7818904,1149,0.3804793357849121
1744937339.3813035,1199,0.4839131534099579
1744937340.9208384,1249,0.4416274428367615
1744937362.4256606,1299,0.23259049654006958
1744937364.3838787,1349,0.2907828688621521
1744937365.8240855,1399,0.3179471492767334
1744937367.163993,1449,0.4335593283176422
1744937368.6670194,1499,0.2910056412220001
1744937370.160962,1549,0.28158265352249146
1744937371.6637886,1599,0.3964986801147461
1744937373.1039605,1649,0.2160598486661911
1744937374.579536,1699,0.3774179220199585
1744937376.1219327,1749,0.2884991765022278
1744937377.5918279,1799,0.3055797517299652
1744937379.0320637,1849,0.4646514058113098
1744937399.7942529,1899,0.3336818516254425
1744937401.7404234,1949,0.2670474052429199
1744937403.699981,1999,0.20087377727031708
1744937405.6482117,2049,0.20460395514965057
1744937406.9057853,2099,0.3177422881126404
1744937408.2544546,2149,0.31659698486328125
1744937409.7611835,2199,0.2977864742279053
1744937411.2391002,2249,0.22889672219753265
1744937412.6666079,2299,0.2750859260559082
1744937414.2122226,2349,0.33377623558044434
1744937415.6724286,2399,0.2456931471824646
1744937417.1450095,2449,0.23410283029079437
1744937418.6122198,2499,0.11645543575286865
1744937439.6310217,2549,0.31590551137924194
1744937441.5831919,2599,0.19424110651016235
1744937443.5395234,2649,0.3501584529876709
1744937445.4951448,2699,0.28815409541130066
1744937446.9883473,2749,0.29391157627105713
1744937448.368776,2799,0.2466159164905548
1744937449.766165,2849,0.45643186569213867
1744937451.2199824,2899,0.3452591300010681
1744937452.680181,2949,0.3161258101463318
1744937454.2061968,2999,0.33503979444503784
1744937455.7425666,3049,0.23137985169887543
1744937457.1983907,3099,0.29536449909210205
1744937458.6372864,3149,0.20300330221652985
1744937479.985893,3199,0.21343137323856354
1744937481.9346313,3249,0.2020144760608673
1744937483.882399,3299,0.137696772813797
1744937485.8305619,3349,0.10194765031337738
1744937487.4813294,3399,0.3028310537338257
1744937488.7501976,3449,0.24747265875339508
1744937490.2615952,3499,0.21888367831707
1744937491.7965994,3549,0.22416694462299347
1744937493.2911298,3599,0.18022122979164124
1744937494.7953963,3649,0.23021918535232544
1744937496.3556209,3699,0.2946171164512634
1744937497.9255867,3749,0.23223693668842316
1744937519.115353,3799,0.26868578791618347
1744937521.0684035,3849,0.13530544936656952
1744937523.0098648,3899,0.22303572297096252
1744937524.9663677,3949,0.13681966066360474
1744937526.9041505,3999,0.3093581795692444
1744937528.5241613,4049,0.16872449219226837
1744937529.7940712,4099,0.3303806781768799
1744937531.344644,4149,0.20760586857795715
1744937532.85894,4199,0.20069634914398193
1744937534.3879235,4249,0.28875452280044556
1744937535.8698313,4299,0.13156697154045105
1744937537.4076529,4349,0.14025279879570007
1744937538.9220042,4399,0.2844580411911011
1744937560.1752234,4449,0.17840763926506042
1744937562.1310105,4499,0.23818987607955933
1744937564.070165,4549,0.34645408391952515
1744937566.0190158,4599,0.24180291593074799
1744937567.9791026,4649,0.11938048899173737
1744937569.7333777,4699,0.17455413937568665
1744937571.0201275,4749,0.19697842001914978
1744937572.500871,4799,0.28207090497016907
1744937573.9991221,4849,0.2007693201303482
1744937575.5418878,4899,0.15724636614322662
1744937577.0551903,4949,0.1837683916091919
1744937578.5621293,4999,0.17272168397903442
1744937599.9884272,5049,0.10080423951148987
1744937601.9032612,5099,0.1235724538564682
1744937603.8526762,5149,0.1636107861995697
1744937605.798983,5199,0.2485109567642212
1744937607.744328,5249,0.1964711993932724
1744937609.6900973,5299,0.1201079934835434
1744937611.380423,5349,0.06791725009679794
1744937612.633884,5399,0.169496089220047
1744937614.167553,5449,0.12433232367038727
1744937615.6764417,5499,0.256013423204422
1744937617.2313843,5549,0.21394172310829163
1744937618.752282,5599,0.2194926142692566
1744937620.2934542,5649,0.2315453141927719
1744937641.7988362,5699,0.1202724277973175
1744937643.764505,5749,0.14492717385292053
1744937645.714001,5799,0.21244946122169495
1744937647.656185,5849,0.04665413871407509
1744937649.603581,5899,0.17632293701171875
1744937651.5547879,5949,0.18476781249046326
1744937653.3002174,5999,0.08135738968849182
1744937654.5525076,6049,0.1427396684885025
1744937656.0865462,6099,0.10472174733877182
1744937657.668884,6149,0.2160586267709732
1744937659.2033916,6199,0.10916996002197266
1744937660.6831512,6249,0.17182546854019165
1744937662.1467419,6299,0.10064421594142914
1744937684.3513396,6349,0.11142905056476593
1744937686.304502,6399,0.1079486832022667
1744937688.2583187,6449,0.13203373551368713
1744937690.2176828,6499,0.1145552396774292
1744937692.1759353,6549,0.14634209871292114
1744937694.1152713,6599,0.22290268540382385
1744937695.421205,6649,0.18862175941467285
1744937696.8265922,6699,0.15307343006134033
1744937698.3468318,6749,0.0518537200987339
1744937699.8653924,6799,0.2450621873140335
1744937701.3752847,6849,0.0882953628897667
1744937702.8479853,6899,0.2309207022190094
1744937725.1945298,6949,0.1618288904428482
1744937727.1477227,6999,0.16689079999923706
1744937729.090895,7049,0.10867737978696823
1744937731.0372458,7099,0.1199457198381424
1744937732.9942346,7149,0.08579590916633606
1744937734.9297392,7199,0.16978532075881958
1744937736.2001047,7249,0.20180465281009674
1744937737.6193888,7299,0.1309390366077423
1744937739.1262105,7349,0.1800023317337036
1744937740.6503685,7399,0.17993801832199097
1744937742.1758041,7449,0.10015889257192612
1744937743.7010198,7499,0.19780123233795166
1744937745.541769,7549,0.14311160147190094
1744937767.2003698,7599,0.11852291226387024
1744937769.150683,7649,0.0863911360502243
1744937771.1216593,7699,0.1520046889781952
1744937773.0851161,7749,0.1262264847755432
1744937775.0530143,7799,0.13968664407730103
1744937776.5816534,7849,0.1017252653837204
1744937777.9886782,7899,0.10175750404596329
